timestamp,symbol,open,high,low,close,volume
2025-02-21 16:25:00+00:00,SPY-USD,607.3200073242188,607.3200073242188,607.3200073242188,607.3200073242188,0
2025-02-21 16:24:00+00:00,SPY-USD,607.3350219726562,607.3499755859375,607.280029296875,607.344970703125,55628
2025-02-21 16:23:00+00:00,SPY-USD,607.3300170898438,607.39501953125,607.280029296875,607.3400268554688,55311
2025-02-21 16:22:00+00:00,SPY-USD,607.4400024414062,607.4600219726562,607.2911987304688,607.3400268554688,58843
2025-02-21 16:21:00+00:00,SPY-USD,607.3599853515625,607.47998046875,607.2999877929688,607.4199829101562,73094
2025-02-21 16:20:00+00:00,SPY-USD,607.239990234375,607.4299926757812,607.2000122070312,607.3300170898438,56915
2025-02-21 16:19:00+00:00,SPY-USD,607.2750244140625,607.3499755859375,607.1900024414062,607.1950073242188,45078
2025-02-21 16:18:00+00:00,SPY-USD,606.9400024414062,607.2899780273438,606.9400024414062,607.2750244140625,140607
2025-02-21 16:17:00+00:00,SPY-USD,606.8499755859375,606.9600219726562,606.72998046875,606.9201049804688,48384
2025-02-21 16:16:00+00:00,SPY-USD,607.0900268554688,607.1300048828125,606.889892578125,606.8900146484375,93410
2025-02-21 16:15:00+00:00,SPY-USD,607.1599731445312,607.25,607.0549926757812,607.0800170898438,86697
2025-02-21 16:14:00+00:00,SPY-USD,606.8699951171875,607.1400146484375,606.8699951171875,607.1400146484375,76004
2025-02-21 16:13:00+00:00,SPY-USD,606.625,606.8800048828125,606.5700073242188,606.8099975585938,62842
2025-02-21 16:12:00+00:00,SPY-USD,606.5,606.6099853515625,606.4000244140625,606.6099853515625,69644
2025-02-21 16:11:00+00:00,SPY-USD,606.3900146484375,606.4874877929688,606.2850952148438,606.4600219726562,41464
2025-02-21 16:10:00+00:00,SPY-USD,606.530029296875,606.530029296875,606.1799926757812,606.3109741210938,0
2025-02-21 16:09:00+00:00,SPY-USD,606.5900268554688,606.75,606.5200805664062,606.5650024414062,2927471
2025-02-21 16:08:00+00:00,SPY-USD,606.77001953125,606.7999877929688,606.3709106445312,606.5999755859375,312843
2025-02-21 16:07:00+00:00,SPY-USD,606.5050048828125,606.853271484375,606.469970703125,606.760009765625,49458
2025-02-21 16:06:00+00:00,SPY-USD,606.5599975585938,606.6099853515625,606.4403076171875,606.530029296875,37127
2025-02-21 16:05:00+00:00,SPY-USD,606.530029296875,606.6400146484375,606.530029296875,606.5999755859375,23461
2025-02-21 16:04:00+00:00,SPY-USD,606.52001953125,606.63623046875,606.3499755859375,606.52001953125,56241
2025-02-21 16:03:00+00:00,SPY-USD,606.75,606.75,606.4000244140625,606.5399780273438,71870
2025-02-21 16:02:00+00:00,SPY-USD,607.0499877929688,607.0499877929688,606.739990234375,606.77001953125,48637
2025-02-21 16:01:00+00:00,SPY-USD,607.1300048828125,607.2000122070312,606.969970703125,607.0599975585938,336235
2025-02-21 16:00:00+00:00,SPY-USD,607.1199951171875,607.1701049804688,606.8099975585938,607.1199951171875,201908
2025-02-21 15:59:00+00:00,SPY-USD,606.5150146484375,606.8399047851562,606.4600219726562,606.8399047851562,73017
2025-02-21 15:58:00+00:00,SPY-USD,606.3200073242188,606.510009765625,606.3049926757812,606.469970703125,107529
2025-02-21 15:57:00+00:00,SPY-USD,606.2899780273438,606.4132080078125,606.260009765625,606.3098754882812,63227
2025-02-21 15:56:00+00:00,SPY-USD,606.35498046875,606.3800048828125,606.219970703125,606.2999877929688,35439
2025-02-21 15:55:00+00:00,SPY-USD,606.1599731445312,606.3699951171875,606.1300048828125,606.3499145507812,73852
2025-02-21 15:54:00+00:00,SPY-USD,606.4400024414062,606.4600219726562,606.1599731445312,606.1599731445312,102608
2025-02-21 15:53:00+00:00,SPY-USD,606.5700073242188,606.5700073242188,606.3900146484375,606.4500122070312,56440
2025-02-21 15:52:00+00:00,SPY-USD,606.4400024414062,606.5499877929688,606.3900146484375,606.5499877929688,69544
2025-02-21 15:51:00+00:00,SPY-USD,606.4407958984375,606.52001953125,606.3699951171875,606.4199829101562,68698
2025-02-21 15:50:00+00:00,SPY-USD,606.4099731445312,606.469970703125,606.3400268554688,606.4199829101562,57855
2025-02-21 15:49:00+00:00,SPY-USD,606.52001953125,606.7899780273438,606.3400268554688,606.4099731445312,139993
2025-02-21 15:48:00+00:00,SPY-USD,606.530029296875,606.5850219726562,606.3900146484375,606.510009765625,57414
2025-02-21 15:47:00+00:00,SPY-USD,606.469970703125,606.5700073242188,606.3350219726562,606.5,66013
2025-02-21 15:46:00+00:00,SPY-USD,606.3300170898438,606.5900268554688,606.2100219726562,606.4199829101562,143636
2025-02-21 15:45:00+00:00,SPY-USD,605.780029296875,606.3399047851562,605.7659912109375,606.3198852539062,119225
2025-02-21 15:44:00+00:00,SPY-USD,606.260009765625,606.27001953125,605.7697143554688,605.8040161132812,172403
2025-02-21 15:43:00+00:00,SPY-USD,606.6749877929688,606.6900024414062,606.219970703125,606.2550048828125,78012
2025-02-21 15:42:00+00:00,SPY-USD,606.6900024414062,606.72998046875,606.6099853515625,606.6699829101562,34488
2025-02-21 15:41:00+00:00,SPY-USD,606.739990234375,606.8200073242188,606.6099853515625,606.7285766601562,52662
2025-02-21 15:40:00+00:00,SPY-USD,606.77001953125,606.77001953125,606.77001953125,606.77001953125,227135
2025-02-21 15:39:00+00:00,SPY-USD,606.8399047851562,606.989990234375,606.75,606.8399047851562,557847
2025-02-21 15:38:00+00:00,SPY-USD,606.719970703125,607.0,606.625,606.9099731445312,52506
2025-02-21 15:37:00+00:00,SPY-USD,606.5999755859375,606.7578735351562,606.52001953125,606.7399291992188,53940
2025-02-21 15:36:00+00:00,SPY-USD,606.77001953125,606.969970703125,606.5230712890625,606.6199951171875,77187
2025-02-21 15:35:00+00:00,SPY-USD,606.469970703125,606.7999877929688,606.4600219726562,606.7999877929688,111382
2025-02-21 15:34:00+00:00,SPY-USD,606.489990234375,606.52001953125,606.2852783203125,606.469970703125,87708
2025-02-21 15:33:00+00:00,SPY-USD,606.8300170898438,606.9099731445312,606.4299926757812,606.489990234375,127782
2025-02-21 15:32:00+00:00,SPY-USD,606.9000854492188,607.0599975585938,606.77001953125,606.81298828125,73612
2025-02-21 15:31:00+00:00,SPY-USD,606.8800048828125,607.030029296875,606.7899780273438,606.9349975585938,116359
2025-02-21 15:30:00+00:00,SPY-USD,606.75,607.0399780273438,606.5900268554688,606.8900146484375,100128
2025-02-21 15:29:00+00:00,SPY-USD,606.6500244140625,606.8499755859375,606.594970703125,606.760009765625,96054
2025-02-21 15:28:00+00:00,SPY-USD,606.6500244140625,606.7100219726562,606.52001953125,606.6300048828125,144471
2025-02-21 15:27:00+00:00,SPY-USD,607.3292236328125,607.3300170898438,606.5999755859375,606.6500244140625,166478
2025-02-21 15:26:00+00:00,SPY-USD,607.1799926757812,607.3499755859375,607.030029296875,607.3200073242188,351097
2025-02-21 15:25:00+00:00,SPY-USD,607.2899780273438,607.510009765625,607.1599731445312,607.1599731445312,87655
2025-02-21 15:24:00+00:00,SPY-USD,607.4500122070312,607.4500122070312,607.0999755859375,607.281005859375,391505
2025-02-21 15:23:00+00:00,SPY-USD,607.5,607.64990234375,607.4099731445312,607.44091796875,103277
2025-02-21 15:22:00+00:00,SPY-USD,607.5499877929688,607.6351928710938,607.3699951171875,607.47998046875,323929
2025-02-21 15:21:00+00:00,SPY-USD,607.8626708984375,607.9199829101562,607.469970703125,607.530029296875,89565
2025-02-21 15:20:00+00:00,SPY-USD,607.9400024414062,607.9500122070312,607.7899780273438,607.8499755859375,66659
2025-02-21 15:19:00+00:00,SPY-USD,608.069091796875,608.125,607.8900146484375,607.9400024414062,75762
2025-02-21 15:18:00+00:00,SPY-USD,608.1300048828125,608.2962036132812,608.0150146484375,608.0999755859375,28947
2025-02-21 15:17:00+00:00,SPY-USD,608.1102905273438,608.260009765625,607.9400024414062,608.1300048828125,29796
2025-02-21 15:16:00+00:00,SPY-USD,608.0499877929688,608.260009765625,607.9199829101562,608.1300048828125,81750
2025-02-21 15:15:00+00:00,SPY-USD,607.969970703125,608.1300048828125,607.75,608.0499877929688,62744
2025-02-21 15:14:00+00:00,SPY-USD,607.9400024414062,608.0499877929688,607.8499755859375,607.9733276367188,72925
2025-02-21 15:13:00+00:00,SPY-USD,608.3699951171875,608.3699951171875,607.9299926757812,607.9400024414062,191211
2025-02-21 15:12:00+00:00,SPY-USD,608.4600219726562,608.469970703125,608.2000122070312,608.3599853515625,138989
2025-02-21 15:11:00+00:00,SPY-USD,608.4099731445312,608.6500244140625,608.4099731445312,608.4500122070312,278778
2025-02-21 15:10:00+00:00,SPY-USD,608.4111938476562,608.4111938476562,608.4111938476562,608.4111938476562,135931
2025-02-21 15:09:00+00:00,SPY-USD,608.1900024414062,608.4500122070312,608.0599975585938,608.3900146484375,124228
2025-02-21 15:08:00+00:00,SPY-USD,607.6799926757812,608.1900024414062,607.5999755859375,608.1701049804688,84959
2025-02-21 15:07:00+00:00,SPY-USD,607.8599853515625,607.8800048828125,607.5399780273438,607.6400146484375,125671
2025-02-21 15:06:00+00:00,SPY-USD,607.9119873046875,608.0349731445312,607.6300048828125,607.7999877929688,72544
2025-02-21 15:05:00+00:00,SPY-USD,608.1699829101562,608.2000122070312,607.8800048828125,607.9400024414062,207581
2025-02-21 15:04:00+00:00,SPY-USD,608.1900024414062,608.4099731445312,608.0900268554688,608.177490234375,132972
2025-02-21 15:03:00+00:00,SPY-USD,608.1400146484375,608.2100219726562,607.9849853515625,608.1875,112861
2025-02-21 15:02:00+00:00,SPY-USD,608.3599853515625,608.5599975585938,608.0900268554688,608.1400146484375,1253892
2025-02-21 15:01:00+00:00,SPY-USD,608.2100219726562,608.3300170898438,607.7000122070312,608.3300170898438,220747
2025-02-21 15:00:00+00:00,SPY-USD,608.5,608.5938110351562,607.4299926757812,608.1799926757812,504132
2025-02-21 14:59:00+00:00,SPY-USD,608.6199951171875,608.6300048828125,608.239990234375,608.4700927734375,109511
2025-02-21 14:58:00+00:00,SPY-USD,608.719970703125,608.719970703125,608.489990234375,608.6300048828125,101017
2025-02-21 14:57:00+00:00,SPY-USD,608.4400024414062,608.7003173828125,608.2899780273438,608.7003173828125,104487
2025-02-21 14:56:00+00:00,SPY-USD,608.4400024414062,608.6099853515625,608.4099731445312,608.4600219726562,88851
2025-02-21 14:55:00+00:00,SPY-USD,608.6099853515625,608.6400146484375,608.405029296875,608.469970703125,87569
2025-02-21 14:54:00+00:00,SPY-USD,608.7000122070312,608.75,608.510009765625,608.619873046875,165556
2025-02-21 14:53:00+00:00,SPY-USD,608.530029296875,608.7299194335938,608.4299926757812,608.7000122070312,90476
2025-02-21 14:52:00+00:00,SPY-USD,608.5250244140625,608.6074829101562,608.3699951171875,608.5599975585938,86849
2025-02-21 14:51:00+00:00,SPY-USD,608.489990234375,608.77001953125,608.4500122070312,608.5128173828125,98496
2025-02-21 14:50:00+00:00,SPY-USD,608.7899780273438,608.8800048828125,608.280029296875,608.4724731445312,254766
2025-02-21 14:49:00+00:00,SPY-USD,609.2999877929688,609.3099975585938,608.7100219726562,608.77001953125,125809
2025-02-21 14:48:00+00:00,SPY-USD,609.3900146484375,609.47998046875,609.27001953125,609.3090209960938,62950
2025-02-21 14:47:00+00:00,SPY-USD,609.4299926757812,609.510009765625,609.260009765625,609.4099731445312,70800
